P342530	MW 0188/038	tablet		uncertain (mod. uncertain)	MW 0188/038					anonymous, Europe			Administrative		clay			
P342531	MW 0188/039	tablet		uncertain (mod. uncertain)	MW 0188/039					anonymous, Europe			Administrative		clay			
P342532	MW 0188/040	tablet		uncertain (mod. uncertain)	MW 0188/040					anonymous, Europe			Administrative		clay			
P342533	MW 0188/041	tablet		uncertain (mod. uncertain)	MW 0188/041					anonymous, Europe			Administrative		clay	1453905	history	
P342534	MW 0188/042	tablet		uncertain (mod. uncertain)	MW 0188/042					anonymous, Europe			Administrative		clay			
P342535	MW 0188/043	tablet		uncertain (mod. uncertain)	MW 0188/043					anonymous, Europe			Administrative		clay			
P342536	MW 0188/045	tablet		uncertain (mod. uncertain)	MW 0188/045					anonymous, Europe			Administrative		clay	1458859;1462044	history;history	
P342537	MW 0188/046	tablet		uncertain (mod. uncertain)	MW 0188/046					anonymous, Europe			Administrative		clay	1453906	history	
P342538	MW 0188/047	tablet		uncertain (mod. uncertain)	MW 0188/047					anonymous, Europe			Administrative		clay			
P342539	MW 0188/048	tablet		uncertain (mod. uncertain)	MW 0188/048					anonymous, Europe			Administrative		clay			
P342540	MW 0188/049	tablet		uncertain (mod. uncertain)	MW 0188/049					anonymous, Europe			Administrative		clay			
P342541	MW 0188/050	tablet		uncertain (mod. uncertain)	MW 0188/050					anonymous, Europe			Administrative		clay			
P342542	MW 0188/051	tablet		uncertain (mod. uncertain)	MW 0188/051					anonymous, Europe			Administrative		clay			
P342543	MW 0188/052	tablet		uncertain (mod. uncertain)	MW 0188/052					anonymous, Europe			Administrative		clay			
P342544	MW 0188/053	tablet		uncertain (mod. uncertain)	MW 0188/053					anonymous, Europe			Administrative		clay	1453907	history	
P342545	MW 0188/054	tablet		uncertain (mod. uncertain)	MW 0188/054					anonymous, Europe			Administrative		clay			
P342546	MW 0188/055	tablet		uncertain (mod. uncertain)	MW 0188/055					anonymous, Europe			Administrative		clay			
P342547	MW 0188/056	tablet		uncertain (mod. uncertain)	MW 0188/056					anonymous, Europe			Administrative		clay	1453908	history	
P342548	MW 0188/057	tablet		uncertain (mod. uncertain)	MW 0188/057					anonymous, Europe			Administrative		clay			
P342549	MW 0188/058	tablet		uncertain (mod. uncertain)	MW 0188/058					anonymous, Europe			Administrative		clay			
P342550	MW 0188/059	tablet		uncertain (mod. uncertain)	MW 0188/059					anonymous, Europe			Administrative		clay			
P342551	MW 0188/060	tablet		uncertain (mod. uncertain)	MW 0188/060					anonymous, Europe			Administrative		clay			
P342552	MW 0188/061	tablet		uncertain (mod. uncertain)	MW 0188/061					anonymous, Europe			Administrative		clay			
P342553	MW 0188/062	tablet		uncertain (mod. uncertain)	MW 0188/062					anonymous, Europe			Administrative		clay			
P342554	MW 0188/063	tablet		uncertain (mod. uncertain)	MW 0188/063					anonymous, Europe			Administrative		clay	1458860;1462045;1426206	history;history;citation	
P342555	MW 0188/064	tablet		uncertain (mod. uncertain)	MW 0188/064					anonymous, Europe			Administrative		clay			
P342556	MW 0188/065	tablet		uncertain (mod. uncertain)	MW 0188/065					anonymous, Europe			Administrative		clay	1453909	history	
P342557	MW 0188/066	tablet		uncertain (mod. uncertain)	MW 0188/066					anonymous, Europe			Administrative		clay	1414225	citation	
P342558	MW 0188/067	tablet		uncertain (mod. uncertain)	MW 0188/067					anonymous, Europe			Administrative		clay			
P342559	MW 0188/068	tablet		uncertain (mod. uncertain)	MW 0188/068					anonymous, Europe			Administrative		clay			
P342560	MW 0188/069	tablet		uncertain (mod. uncertain)	MW 0188/069					anonymous, Europe			Administrative		clay			
P342561	MW 0188/070	tablet		uncertain (mod. uncertain)	MW 0188/070					anonymous, Europe			Administrative		clay			
P342562	MW 0188/071	tablet		uncertain (mod. uncertain)	MW 0188/071					anonymous, Europe			Administrative		clay			
P342563	MW 0188/072	tablet		uncertain (mod. uncertain)	MW 0188/072					anonymous, Europe			Administrative		clay			
P342564	MW 0188/073	tablet		uncertain (mod. uncertain)	MW 0188/073					anonymous, Europe			Administrative		clay			
P342565	MW 0188/074	tablet		uncertain (mod. uncertain)	MW 0188/074					anonymous, Europe			Administrative		clay			
P342566	MW 0188/075	tablet		uncertain (mod. uncertain)	MW 0188/075					anonymous, Europe			Administrative		clay			
P342567	MW 0188/076	tablet		uncertain (mod. uncertain)	MW 0188/076					anonymous, Europe			Administrative		clay			
P342568	MW 0188/077	tablet		uncertain (mod. uncertain)	MW 0188/077					anonymous, Europe			Administrative		clay			
P342569	MW 0188/078	tablet		uncertain (mod. uncertain)	MW 0188/078					anonymous, Europe			Administrative		clay			
P342570	MW 0188/079	tablet		uncertain (mod. uncertain)	MW 0188/079					anonymous, Europe			Administrative		clay			
P342571	MW 0188/080	tablet		uncertain (mod. uncertain)	MW 0188/080					anonymous, Europe			Administrative		clay			
P342572	MW 0188/081	tablet		uncertain (mod. uncertain)	MW 0188/081					anonymous, Europe			Administrative		clay			
P342573	MW 0188/082	tablet		uncertain (mod. uncertain)	MW 0188/082					anonymous, Europe			Administrative		clay			
P342574	MW 0188/083	tablet		uncertain (mod. uncertain)	MW 0188/083					anonymous, Europe			Administrative		clay			
P342575	MW 0188/084	tablet		uncertain (mod. uncertain)	MW 0188/084					anonymous, Europe			Administrative		clay			
P342576	MW 0188/085	tablet		uncertain (mod. uncertain)	MW 0188/085					anonymous, Europe			Administrative		clay			
P342577	MW 0188/086	tablet		uncertain (mod. uncertain)	MW 0188/086					anonymous, Europe			Administrative		clay			
P342578	MW 0188/087	tablet		uncertain (mod. uncertain)	MW 0188/087					anonymous, Europe			Administrative		clay			
P342579	MW 0188/088	tablet		uncertain (mod. uncertain)	MW 0188/088					anonymous, Europe			Administrative		clay			
P342580	MW 0188/089	tablet		uncertain (mod. uncertain)	MW 0188/089					anonymous, Europe			Administrative		clay			
P342581	MW 0188/090	tablet		uncertain (mod. uncertain)	MW 0188/090					anonymous, Europe			Administrative		clay			
P342582	MW 0188/091	tablet		uncertain (mod. uncertain)	MW 0188/091					anonymous, Europe			Administrative		clay			
P342583	MW 0188/092	tablet		uncertain (mod. uncertain)	MW 0188/092					anonymous, Europe			Administrative		clay			
P342584	MW 0188/093	tablet		uncertain (mod. uncertain)	MW 0188/093					anonymous, Europe			Administrative		clay			
P342585	MW 0188/094	tablet		uncertain (mod. uncertain)	MW 0188/094					anonymous, Europe			Administrative		clay			
P342586	MW 0188/095	tablet		uncertain (mod. uncertain)	MW 0188/095					anonymous, Europe			Administrative		clay			
P342587	MW 0188/096	tablet		uncertain (mod. uncertain)	MW 0188/096					anonymous, Europe			Administrative		clay			
P342588	MW 0188/097	tablet		uncertain (mod. uncertain)	MW 0188/097					anonymous, Europe			Administrative		clay			
P342589	MW 0188/098	tablet		uncertain (mod. uncertain)	MW 0188/098					anonymous, Europe			Administrative		clay			
P342590	MW 0188/099	tablet		uncertain (mod. uncertain)	MW 0188/099					anonymous, Europe			Administrative		clay			
P342591	MW 0188/100	tablet		uncertain (mod. uncertain)	MW 0188/100					anonymous, Europe			Administrative		clay			
P342592	MW 0188/101	tablet		uncertain (mod. uncertain)	MW 0188/101					anonymous, Europe			Administrative		clay	1453910	history	
P342593	MW 0188/102	tablet		uncertain (mod. uncertain)	MW 0188/102					anonymous, Europe			Administrative		clay			
P342594	MW 0188/103	tablet		uncertain (mod. uncertain)	MW 0188/103					anonymous, Europe			Administrative		clay	1453911	history	
P342595	MW 0188/104	tablet		uncertain (mod. uncertain)	MW 0188/104					anonymous, Europe			Administrative		clay	1453912	history	
P342597	MW 0188/106	tablet		uncertain (mod. uncertain)	MW 0188/106					anonymous, Europe			Administrative		clay			
P342598	MW 0188/107	tablet		uncertain (mod. uncertain)	MW 0188/107					anonymous, Europe			Administrative		clay			
P342599	MW 0188/108	tablet		uncertain (mod. uncertain)	MW 0188/108					anonymous, Europe			Administrative		clay			
P342600	MW 0188/109	tablet		uncertain (mod. uncertain)	MW 0188/109					anonymous, Europe			Administrative		clay			
P342601	MW 0188/110	tablet		uncertain (mod. uncertain)	MW 0188/110					anonymous, Europe			Administrative		clay			
P342602	MW 0188/111	tablet		uncertain (mod. uncertain)	MW 0188/111					anonymous, Europe			Administrative		clay			
P342603	MW 0188/112	tablet		uncertain (mod. uncertain)	MW 0188/112					anonymous, Europe			Administrative		clay			
P342604	MW 0188/113	tablet		uncertain (mod. uncertain)	MW 0188/113					anonymous, Europe			Administrative		clay			
P342605	MW 0188/114	tablet		uncertain (mod. uncertain)	MW 0188/114					anonymous, Europe			Administrative		clay			
P342606	MW 0188/115	tablet		uncertain (mod. uncertain)	MW 0188/115					anonymous, Europe			Administrative		clay			
P342607	MW 0188/116	tablet		uncertain (mod. uncertain)	MW 0188/116					anonymous, Europe			Administrative		clay			
P342608	MW 0188/117	tablet		uncertain (mod. uncertain)	MW 0188/117					anonymous, Europe			Administrative		clay			
P342609	MW 0188/118	tablet		uncertain (mod. uncertain)	MW 0188/118					anonymous, Europe			Administrative		clay			
P342610	MW 0188/119	tablet		uncertain (mod. uncertain)	MW 0188/119					anonymous, Europe			Administrative		clay			
P342611	MW 0188/120	tablet		uncertain (mod. uncertain)	MW 0188/120					anonymous, Europe			Administrative		clay			
P342612	MW 0188/121	tablet		uncertain (mod. uncertain)	MW 0188/121					anonymous, Europe			Administrative		clay			
P342613	MW 0188/122	tablet		uncertain (mod. uncertain)	MW 0188/122					anonymous, Europe			Administrative		clay			
P342614	MW 0188/123	tablet		uncertain (mod. uncertain)	MW 0188/123					anonymous, Europe			Administrative		clay			
P342615	MW 0188/124	tablet		uncertain (mod. uncertain)	MW 0188/124					anonymous, Europe			Administrative		clay			
P342616	MW 0188/125	tablet		uncertain (mod. uncertain)	MW 0188/125					anonymous, Europe			Administrative		clay			
P342617	MW 0188/126	tablet		uncertain (mod. uncertain)	MW 0188/126					anonymous, Europe			Administrative		clay			
P342618	MW 0188/127	tablet		uncertain (mod. uncertain)	MW 0188/127					anonymous, Europe			Administrative		clay			
P342619	MW 0188/128	tablet		uncertain (mod. uncertain)	MW 0188/128					anonymous, Europe			Administrative		clay			
P342620	MW 0188/129	tablet		uncertain (mod. uncertain)	MW 0188/129					anonymous, Europe			Administrative		clay			
P342621	MW 0188/130	tablet		uncertain (mod. uncertain)	MW 0188/130					anonymous, Europe			Administrative		clay			
P342622	MW 0188/131	tablet		uncertain (mod. uncertain)	MW 0188/131					anonymous, Europe			Administrative		clay			
P342623	MW 0188/132	tablet		uncertain (mod. uncertain)	MW 0188/132					anonymous, Europe			Administrative		clay			
P342624	MW 0188/133	tablet		uncertain (mod. uncertain)	MW 0188/133					anonymous, Europe			Administrative		clay			
P342625	MW 0188/134	tablet		uncertain (mod. uncertain)	MW 0188/134					anonymous, Europe			Administrative		clay			
P342628	MW 0188/137	sealing		uncertain (mod. uncertain)	MW 0188/137					anonymous, Europe			Administrative		clay			
P342629	MW 0188/138	sealing		uncertain (mod. uncertain)	MW 0188/138					anonymous, Europe			Administrative		clay			
P452290	MW 0188/139	sealing		uncertain (mod. uncertain)	MW 0188/139					anonymous, Europe			Administrative		clay			
