273	NUN~b	NUN~b	o0901593	𒩺
209	EN~a+NUN~a	|NUN~a+EN~a~v2|	o0901606	𒩶
273	NUNUZ~a1	NUNUZ~a1	o0901614	𒪂
273	NUNUZ~b1	NUNUZ~b1	o0901616	𒪅
273	NUNUZ~c1	NUNUZ~c~v1	o0901619	𒪈
274	PA~a	PA~a	o0901625	𒪋
274	PAD~a	PAD~a	o0901636	𒪏
274	PAD~b	PAD~b	o0901637	𒪐
274	PAP~a	PAP~a	o0901639	𒪑
275	PAP~b	PAP~b	o0901640	𒪓
275	PIRIG~a1	PIRIG~a1	o0901645	𒪕
275	PIRIG~b1	PIRIG~b1	o0901648	𒪘
275	PU₂	PU₂	o0901656	𒪛
276	RAD~a	RAD~a	o0901659	𒪝
276	RAD~b	RAD~b	o0901660	𒪠
276	RAD@g	RAD~a@g	o0901662	𒪞
276	RI₈~a	RI₈~a	o0901668	𒪡
276	RI₈~b	RI₈~b	o0901669	𒪢
277	RU	RU~v1	o0901671	𒪥
277	SA~a	SA~a	o0901674	𒪦
277	SAG	SAG~v1	o0901678	𒪮
278	SAG@n	SAG@n	o0901695	𒪬
278	SAGŠU	SAGŠU	o0901696	𒪴
278	SAL	SAL	o0901697	𒪵
278	SANGA~a	SANGA~a	o0901709	𒪺
280	SANGA~b	SANGA~b	o0901712	𒪽
280	SAR~a	SAR~a	o0901718	𒫀
280	SAR~b	SAR~b	o0901719	𒫂
280	SAR~c	SAR~c	o0901720	𒫃
292	ŠE~a+SAR~a	|SAR~a×ŠE~a|	o0901723	𒫁
280	SI	SI~v1	o0901725	𒫇
281	SI+ŠE₃	|SI×ŠE₃~v1|	o0901734	𒫆
281	SI₄~a	SI₄~a	o0901739	𒫈
281	SIG	SIG~b	o0901747	𒫏
281	SIG₂~a1	SIG₂~a1	o0901751	𒫑
282	SIG₂~a2	SIG₂~a2	o0901752	𒫒
282	SIG₂~a3	SIG₂~a3	o0901753	𒫓
282	SIG₂~b	SIG₂~b	o0901757	𒫗
282	SIG₂~c1	SIG₂~c1	o0901758	𒫚
282	SIG₂~c2	SIG₂~c2	o0901759	𒫛
282	SIG₂~d1	SIG₂~d1	o0901760	𒫜
283	SIG₄	SIG₄	o0901770	𒫢
283	SIG₇	SIG₇~v1	o0901772	𒫤
283	SILA₃~a	SILA₃~a	o0901775	𒫥
284	SILA₃~b	SILA₃~b	o0901776	𒬊
283	SILA₃~a+A	|SILA₃~a×A|	o0901781	𒫦
226	GARA₂~a+SILA₃~a	|SILA₃~a×GARA₂~a|	o0901792	𒫪
283	SILA₃~a+GEŠTU~a	|SILA₃~a×GEŠTU~a~v2|	o0901794	𒫫
283	SILA₃~a+HI~a	|SILA₃~a×HI|	o0901802	𒫯
283	SILA₃~a+NAGA~a	|SILA₃~a×NAGA~a|	o0901826	𒫹
284	SILA₃~b+NI~b	|SILA₃~b×NI~b|	o0901831	𒬍
283	SILA₃~a+NUN~b	|SILA₃~a×NUN~b|	o0901834	𒫻
283	SILA₃~a+ŠU	|SILA₃~a×ŠU|	o0901845	𒬁
283	SILA₃~a+ZATU629	|SILA₃~a×ZATU629~v1|	o0901852	𒬄
284	SILA₃~a+ZATU646~b	|SILA₃~a×ZATU646|	o0901854	𒬅
284	SILA₃~c+ZATU687	|SILA₃~c×ZATU687|	o0901858	𒬑
284	SILA₄~a	SILA₄~a	o0901860	𒬓
284	SILA₄~b	SILA₄~b	o0901861	𒬔
284	SILA₄~d	SILA₄~d	o0901864	𒬖
284	SIMUG	SIMUG~v1	o0901867	𒬙
284	SIPA	SIPA	o0901868	𒬚
285	SU~a	SU~a	o0901870	𒬛
285	SU~a+1(N58)	|SU~a×1(N58)|	o0901875	𒬜
285	SU₃	SU₃	o0901876	𒬟
285	SUG	SUG	o0901878	𒬠
286	SUG₅	SUG₅	o0901879	𒬡
286	SUH₃	SUH₃	o0901880	𒬢
286	SUHUR	SUHUR~b	o0901882	𒬣
287	SUHUR@g	SUHUR@g	o0901883	𒬤
287	SUKKAL	SUKKAL	o0901887	𒬦
288	SUKUD~a	SUKUD	o0901888	𒬧
