id_text	primary_publication	publication_history
P002563	ATU 6, pl. 084, W 15936	
P002564	unpublished unassigned ?	
P002565	unpublished unassigned ?	
P002566	unpublished unassigned ?	
P002567	unpublished unassigned ?	
P002568	ATU 6, pl. 084, W 15966,d	
P002569	ATU 6, pl. 084, W 15968	
P002571	unpublished unassigned ?	
P002573	unpublished unassigned ?	
P002576	unpublished unassigned ?	
P002577	ATU 5, pl. 121, W 16050	
P002578	unpublished unassigned ?	
P002579	ATU 6, pl. 085, W 16016	
P002580	ATU 5, pl. 121, W 16139,a	
P002581	ATU 5, pl. 121, W 16139,b	
P002582	ATU 5, pl. 121, W 16139,c	
P002583	ATU 5, pl. 121, W 16139,d	
P002584	ATU 5, pl. 121, W 16139,e	Nissen, World Archaeology 17, 1986, 323 Vs. (p); Frühe Schrift p. 172, no. 6.7
P002585	ATU 5, pl. 121, W 16139,f	
P002586	ATU 5, pl. 121, W 16184	Nissen, World Archaeology 17, 1986, 323 Vs. (p); not found in VAM 3.93
P002587	ATU 6, pl. 085, W 16187	
P002590	ATU 3, pl. 087, W 16398	
P002591	ATU 6, pl. 085, W 16465	
P002592	unpublished unassigned ?	Nissen, Grundzüge, 96e, ohne Identifizierung;  Nissen, World Archaeology 17, 1986, 325e Vs. ohne Identifizierung
P002593	ATU 6, pl. 085, W 16477	
P002594	ATU 6, pl. 085, W 16603,b15	
P002595	unpublished unassigned ?	
P002596	unpublished unassigned ?	
P002597	ATU 6, pl. 085, W 16628	
P002598	unpublished unassigned ?	
P002599	ATU 6, pl. 086, W 16632,b	
P002601	unpublished unassigned ?	
P002602	ATU 6, pl. 086, W 16632,e	
P002603	ATU 6, pl. 086, W 16632,f	
P002604	ATU 6, pl. 086, W 16632,g	
P002605	ATU 6, pl. 086, W 16632,h	
P002606	unpublished unassigned ?	ATU 2, plate 57
P002607	unpublished unassigned ?	
P002608	unpublished unassigned ?	
P002609	unpublished unassigned ?	
P002610	ATU 6, pl. 086, W 16728,14	
P002611	ATU 6, pl. 085, W 16731	
P002612	unpublished unassigned ?	
P002613	ATU 6, pl. 086, W 16750	Green, Margaret W., ZA 072 (1982) 177 17
P002614	ZA 072, 177 18	
P002615	unpublished unassigned ?	
P002616	unpublished unassigned ?	
P002617	ATU 6, pl. 086, W 16979	
P002618	ATU 6, pl. 087, W 17049	
P002619	unpublished unassigned ?	
P002620	ATU 6, pl. 087, W 17402	
P002621	unpublished unassigned ?	
P002622	ATU 6, pl. 087, W 17445	
P002623	unpublished unassigned ?	
P002624	unpublished unassigned ?	
P002625	ATU 6, pl. 087, W 17586	ATU 2, plate 51 (p, c), plate 53 obv. (p)
P002626	ATU 6, pl. 087, W 17645	
P002627	unpublished unassigned ?	
P002628	unpublished unassigned ?	
P002629	unpublished unassigned ?	
P002630	unpublished unassigned ?	
P002631	unpublished unassigned ?	
P002632	unpublished unassigned ?	
P002633	unpublished unassigned ?	
P002634	unpublished unassigned ?	
P002635	unpublished unassigned ?	
P002636	unpublished unassigned ?	
P002637	unpublished unassigned ?	
P002639	unpublished unassigned ?	
P002640	unpublished unassigned ?	
P002641	ATU 3, pl. 088, W 17729,o	
P002642	unpublished unassigned ?	
P002643	unpublished unassigned ?	
P002644	unpublished unassigned ?	
P002645	unpublished unassigned ?	
P002646	unpublished unassigned ?	
P002647	unpublished unassigned ?	
P002648	unpublished unassigned ?	
P002649	unpublished unassigned ?	
P002650	unpublished unassigned ?	
P002651	unpublished unassigned ?	
P002652	unpublished unassigned ?	
P002653	unpublished unassigned ?	
P002654	unpublished unassigned ?	
P002655	unpublished unassigned ?	
P002656	unpublished unassigned ?	
P002657	unpublished unassigned ?	
P002658	unpublished unassigned ?	
P002659	unpublished unassigned ?	
P002660	unpublished unassigned ?	
P002661	unpublished unassigned ?	
P002662	unpublished unassigned ?	
P002663	unpublished unassigned ?	
P002664	unpublished unassigned ?	
P002665	unpublished unassigned ?	
P002666	unpublished unassigned ?	
P002667	unpublished unassigned ?	
P002668	unpublished unassigned ?	
P002669	ATU 3, pl. 088, W 17729,aq	
P002670	unpublished unassigned ?	
P002671	unpublished unassigned ?	
P002672	unpublished unassigned ?	
P002673	unpublished unassigned ?	
P002674	unpublished unassigned ?	
P002675	unpublished unassigned ?	
P002676	unpublished unassigned ?	
P002677	unpublished unassigned ?	
P002678	unpublished unassigned ?	
P002679	unpublished unassigned ?	
P002680	ATU 3, pl. 088, W 17729,bb	
P002681	unpublished unassigned ?	
P002682	unpublished unassigned ?	
P002683	unpublished unassigned ?	
P002684	unpublished unassigned ?	
P002685	unpublished unassigned ?	
P002686	unpublished unassigned ?	
P002687	unpublished unassigned ?	
P002688	unpublished unassigned ?	
P002689	unpublished unassigned ?	
P002690	unpublished unassigned ?	
P002692	unpublished unassigned ?	
P002693	CDLI Lexical Archaic Unidentified, ex. 036	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 17729,bo
P002694	unpublished unassigned ?	
P002695	unpublished unassigned ?	
P002696	unpublished unassigned ?	
P002697	unpublished unassigned ?	
P002698	unpublished unassigned ?	
P002699	unpublished unassigned ?	
P002700	unpublished unassigned ?	
P002701	unpublished unassigned ?	
P002703	unpublished unassigned ?	
P002704	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 033 40
P002705	unpublished unassigned ?	
P002706	unpublished unassigned ?	
P002707	unpublished unassigned ?	
P002708	unpublished unassigned ?	
P002709	unpublished unassigned ?	
P002710	unpublished unassigned ?	
P002711	unpublished unassigned ?	
P002713	unpublished unassigned ?	
P002714	unpublished unassigned ?	
P002715	unpublished unassigned ?	
P002716	unpublished unassigned ?	
P002717	unpublished unassigned ?	
P002718	ATU 3, pl. 078, W 17729,cn+	
P002719	unpublished unassigned ?	
P002720	unpublished unassigned ?	
P002721	unpublished unassigned ?	
P002722	unpublished unassigned ?	
P002723	unpublished unassigned ?	
P002724	unpublished unassigned ?	
P002725	unpublished unassigned ?	
P002726	unpublished unassigned ?	
P002727	unpublished unassigned ?	
P002728	unpublished unassigned ?	
P002729	unpublished unassigned ?	
P002731	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 033 41
P002732	unpublished unassigned ?	
P002733	unpublished unassigned ?	
P002734	unpublished unassigned ?	
P002735	unpublished unassigned ?	
P002736	unpublished unassigned ?	
P002737	unpublished unassigned ?	
P002738	unpublished unassigned ?	
P002739	unpublished unassigned ?	
P002740	unpublished unassigned ?	
P002741	unpublished unassigned ?	
P002742	unpublished unassigned ?	
P002743	unpublished unassigned ?	
P002744	unpublished unassigned ?	
P002745	unpublished unassigned ?	
P002746	unpublished unassigned ?	
P002747	unpublished unassigned ?	
P002748	unpublished unassigned ?	
P002749	unpublished unassigned ?	
P002750	unpublished unassigned ?	
P002751	unpublished unassigned ?	
P002752	unpublished unassigned ?	
P002753	unpublished unassigned ?	
P002754	unpublished unassigned ?	
P002756	unpublished unassigned ?	
P002757	unpublished unassigned ?	
P002758	unpublished unassigned ?	
P002759	unpublished unassigned ?	
P002760	unpublished unassigned ?	
P002761	unpublished unassigned ?	
P002762	unpublished unassigned ?	
P002763	unpublished unassigned ?	
P002764	unpublished unassigned ?	
P002765	unpublished unassigned ?	
P002766	unpublished unassigned ?	
P002767	unpublished unassigned ?	
P002768	unpublished unassigned ?	
P002769	unpublished unassigned ?	
P002770	unpublished unassigned ?	
P002771	unpublished unassigned ?	
P002772	unpublished unassigned ?	
P002774	unpublished unassigned ?	
P002775	unpublished unassigned ?	
P002776	unpublished unassigned ?	
P002777	unpublished unassigned ?	
P002778	unpublished unassigned ?	
P002779	unpublished unassigned ?	
P002780	unpublished unassigned ?	
P002781	unpublished unassigned ?	
P002782	unpublished unassigned ?	
P002783	unpublished unassigned ?	
P002785	unpublished unassigned ?	
P002786	unpublished unassigned ?	
P002787	unpublished unassigned ?	
P002788	unpublished unassigned ?	
P002789	unpublished unassigned ?	
P002790	unpublished unassigned ?	
P002791	unpublished unassigned ?	
P002792	unpublished unassigned ?	
P002793	unpublished unassigned ?	
P002794	unpublished unassigned ?	
P002795	unpublished unassigned ?	
P002796	unpublished unassigned ?	
P002797	unpublished unassigned ?	
P002798	unpublished unassigned ?	
P002799	unpublished unassigned ?	
P002800	unpublished unassigned ?	
P002801	unpublished unassigned ?	
P002802	unpublished unassigned ?	
P002803	unpublished unassigned ?	
P002804	unpublished unassigned ?	
P002805	unpublished unassigned ?	
P002806	unpublished unassigned ?	
P002807	unpublished unassigned ?	
P002808	unpublished unassigned ?	
P002809	unpublished unassigned ?	
P002810	unpublished unassigned ?	
P002811	unpublished unassigned ?	
P002812	unpublished unassigned ?	
P002813	unpublished unassigned ?	
P002815	unpublished unassigned ?	
P002816	unpublished unassigned ?	
P002817	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 033 39
P002818	unpublished unassigned ?	
P002819	unpublished unassigned ?	
P002820	unpublished unassigned ?	
P002821	unpublished unassigned ?	
P002822	unpublished unassigned ?	
P002823	unpublished unassigned ?	
P002824	unpublished unassigned ?	
P002825	unpublished unassigned ?	
P002826	unpublished unassigned ?	
P002828	unpublished unassigned ?	
P002832	unpublished unassigned ?	
P002833	unpublished unassigned ?	
P002834	unpublished unassigned ?	
P002835	unpublished unassigned ?	
P002836	unpublished unassigned ?	
P002837	unpublished unassigned ?	
P002838	unpublished unassigned ?	
P002839	unpublished unassigned ?	
P002840	unpublished unassigned ?	
P002841	unpublished unassigned ?	
P002842	unpublished unassigned ?	
P002843	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 034 43
P002844	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 034 45
P002845	unpublished unassigned ?	
P002846	unpublished unassigned ?	
P002847	unpublished unassigned ?	
P002848	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 034 42
P002849	unpublished unassigned ?	
P002850	unpublished unassigned ?	
P002851	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 035 46
P002852	unpublished unassigned ?	
P002853	unpublished unassigned ?	
P002854	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 035 47
P002855	unpublished unassigned ?	
P002856	unpublished unassigned ?	
P002857	unpublished unassigned ?	
P002858	unpublished unassigned ?	
P002859	unpublished unassigned ?	
P002860	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 034 44
P002861	unpublished unassigned ?	Green, Margaret W., JNES 39 (1980) 028 23
P002862	unpublished unassigned ?	
P002863	unpublished unassigned ?	
P002864	unpublished unassigned ?	
P002865	unpublished unassigned ?	
P002866	ATU 3, pl. 082, W 17890,b	
P002868	unpublished unassigned ?	
P002869	ATU 3, pl. 082, W 17902,k	
P002870	unpublished unassigned ?	
P002871	unpublished unassigned ?	
P002872	unpublished unassigned ?	
P002873	unpublished unassigned ?	
P002874	unpublished unassigned ?	
P002875	unpublished unassigned ?	
P002876	unpublished unassigned ?	
P002877	unpublished unassigned ?	
P002878	unpublished unassigned ?	
P002879	unpublished unassigned ?	
P002880	unpublished unassigned ?	
P002881	unpublished unassigned ?	
P002882	unpublished unassigned ?	
P002883	ATU 3, pl. 082, W 17950,h	
P002884	unpublished unassigned ?	
P002885	unpublished unassigned ?	
P002886	unpublished unassigned ?	
P002887	unpublished unassigned ?	
P002888	unpublished unassigned ?	
P002889	unpublished unassigned ?	
P002890	unpublished unassigned ?	
P002891	unpublished unassigned ?	
P002892	unpublished unassigned ?	
P002893	unpublished unassigned ?	
P002894	unpublished unassigned ?	
P002895	ATU 6, pl. 088, W 17973,f	
P002896	ATU 6, pl. 008, W 17973,g	
P002897	unpublished unassigned ?	
P002898	ATU 6, pl. 008, W 17981,a	
P002899	unpublished unassigned ?	
P002900	unpublished unassigned ?	
P002901	ATU 7, pl. 001, W 18247,1a	
P002902	ATU 7, pl. 001, W 18247,1b	
P002903	ATU 7, pl. 001, W 18247,1c	
P002904	ATU 7, pl. 001, W 18247,1d	
P002905	unpublished unassigned ?	
P002906	unpublished unassigned ?	
P002907	ATU 7, pl. 001, W 18247,4	
P002908	ATU 7, pl. 001, W 18247,4a	
P002909	ATU 7, pl. 001, W 18247,4b	
P002910	ATU 3, pl. 089, W 18247,5	
P002911	unpublished unassigned ?	
P002912	unpublished unassigned ?	
P002913	ATU 7, pl. 001, W 18330,b	D. Schmandt-Besserat, Before Writing II, 299, token no. 443
P002914	unpublished unassigned ?	
P002915	ATU 7, pl. 002, W 19163	
P002916	unpublished unassigned ?	
P002917	unpublished unassigned ?	
P002918	unpublished unassigned ?	
P002919	ATU 7, pl. 002, W 19295	
P002920	unpublished unassigned ?	
P002921	unpublished unassigned ?	
P002922	ATU 7, pl. 002, W 19361,1	
P002923	unpublished unassigned ?	
P002924	ATU 7, pl. 002, W 19361,3	
P002925	unpublished unassigned ?	
P002926	ATU 7, pl. 002, W 19361,5	
P002927	unpublished unassigned ?	
P002928	ATU 7, pl. 002, W 19361,7	
P002929	unpublished unassigned ?	
P002930	ATU 7, pl. 002, W 19361,9	
P002931	unpublished unassigned ?	
P002932	unpublished unassigned ?	
P002933	ATU 7, pl. 003, W 19361,12	
P002934	ATU 7, pl. 003, W 19361,13	
P002935	unpublished unassigned ?	
P002936	ATU 7, pl. 003, W 19361,15	
P002937	unpublished unassigned ?	
P002938	ATU 7, pl. 003, W 19361,17	
P002939	unpublished unassigned ?	
P002940	ATU 7, pl. 003, W 19361,19	
P002941	unpublished unassigned ?	
P002942	unpublished unassigned ?	
P002943	ATU 7, pl. 003, W 19361,22	
P002944	ATU 7, pl. 003, W 19361,23	
P002945	unpublished unassigned ?	
P002946	ATU 7, pl. 003, W 19361,25	
P002947	ATU 7, pl. 004, W 19361,26	
P002948	ATU 7, pl. 004, W 19361,27+	
P002949	ATU 7, pl. 004, W 19361,28	
P002950	ATU 7, pl. 004, W 19361,29	
P002951	ATU 7, pl. 004, W 19361,30	
P002952	ATU 7, pl. 004, W 19361,31	
P002953	ATU 7, pl. 004, W 19361,32	
P002954	ATU 7, pl. 004, W 19361,33	
P002955	ATU 7, pl. 004, W 19361,34	
P002956	ATU 7, pl. 004, W 19361,35	
P002957	unpublished unassigned ?	
P002958	unpublished unassigned ?	
P002959	unpublished unassigned ?	
P002960	unpublished unassigned ?	
P002961	unpublished unassigned ?	
P002962	unpublished unassigned ?	
P002963	unpublished unassigned ?	
P002964	unpublished unassigned ?	
P002965	unpublished unassigned ?	
P002966	ATU 7, pl. 005, W 19361,37	
P002967	ATU 7, pl. 005, W 19361,38a	
P002968	ATU 7, pl. 005, W 19361,38b	
P002969	ATU 7, pl. 005, W 19361,38c	
P002970	ATU 7, pl. 006, W 19361,39a	
P002971	ATU 7, pl. 006, W 19361,39b	
P002972	ATU 7, pl. 006, W 19361,39c	
P002973	ATU 7, pl. 006, W 19361,39d	
P002974	ATU 7, pl. 006, W 19361,39e	
P002975	ATU 7, pl. 006, W 19361,39f	
P002976	ATU 7, pl. 006, W 19361,39g	
P002977	ATU 7, pl. 006, W 19361,39h	
P002978	ATU 7, pl. 006, W 19361,39i	
P002979	unpublished unassigned ?	
P002980	unpublished unassigned ?	
P002981	unpublished unassigned ?	
P002982	unpublished unassigned ?	
P002984	unpublished unassigned ?	
P002985	ATU 7, pl. 006, W 19361,41	
P002986	ATU 7, pl. 007, W 19361,42	
P002987	ATU 7, pl. 007, W 19361,43	
P002988	ATU 7, pl. 007, W 19361,44	
P002989	unpublished unassigned ?	
P002990	unpublished unassigned ?	
P002991	unpublished unassigned ?	
P002992	unpublished unassigned ?	
P002993	unpublished unassigned ?	
P002994	unpublished unassigned ?	
P002995	unpublished unassigned ?	
P002996	unpublished unassigned ?	
P002997	unpublished unassigned ?	
P002998	unpublished unassigned ?	
P002999	unpublished unassigned ?	
P003000	unpublished unassigned ?	
P003001	unpublished unassigned ?	
P003002	unpublished unassigned ?	
P003003	unpublished unassigned ?	
P003004	unpublished unassigned ?	
P003005	unpublished unassigned ?	
P003006	unpublished unassigned ?	
P003007	unpublished unassigned ?	
P003008	unpublished unassigned ?	
P003009	unpublished unassigned ?	
P003010	unpublished unassigned ?	
P003011	unpublished unassigned ?	
P003012	unpublished unassigned ?	
P003013	unpublished unassigned ?	
P003014	unpublished unassigned ?	
P003015	unpublished unassigned ?	
P003016	unpublished unassigned ?	
P003017	unpublished unassigned ?	
P003018	unpublished unassigned ?	
P003019	unpublished unassigned ?	
P003020	unpublished unassigned ?	
P003021	unpublished unassigned ?	
P003022	unpublished unassigned ?	
P003023	unpublished unassigned ?	
P003024	unpublished unassigned ?	
P003025	unpublished unassigned ?	
P003026	unpublished unassigned ?	
P003027	unpublished unassigned ?	
P003028	unpublished unassigned ?	
P003029	unpublished unassigned ?	
P003030	unpublished unassigned ?	
P003031	unpublished unassigned ?	
P003032	unpublished unassigned ?	
P003033	unpublished unassigned ?	
P003034	ATU 7, pl. 007, W 19363	
P003035	unpublished unassigned ?	UVB 16; D. Schmandt-Besserat, Before Writing II, token no. 555; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 6
P003036	ATU 7, pl. 007, W 19408,1	
P003037	unpublished unassigned ?	
P003038	ATU 7, pl. 007, W 19408,3	
P003039	unpublished unassigned ?	
P003040	ATU 7, pl. 007, W 19408,5	
P003041	unpublished unassigned ?	
P003042	ATU 7, pl. 008, W 19408,7	
P003043	unpublished unassigned ?	
P003044	ATU 7, pl. 008, W 19408,9	
P003045	unpublished unassigned ?	
P003046	unpublished unassigned ?	
P003047	ATU 7, pl. 008, W 19408,12	
P003048	ATU 7, pl. 008, W 19408,13	
P003049	unpublished unassigned ?	
P003050	ATU 7, pl. 008, W 19408,15	
P003051	unpublished unassigned ?	
P003052	unpublished unassigned ?	
P003053	ATU 7, pl. 008, W 19408,18	
P003054	ATU 7, pl. 008, W 19408,19	
P003055	unpublished unassigned ?	
P003056	ATU 7, pl. 009, W 19408,21	
P003057	UVB 16, Tf. 27i	
P003058	UVB 16, Tf. 27h	
P003059	UVB 16, Tf. 27l	
P003060	ATU 7, pl. 009, W 19408,25	
P003061	ATU 7, pl. 009, W 19408,26	van Dijk, UVB 16, Tf. 27f
P003062	ATU 7, pl. 009, W 19408,27	
P003063	UVB 16, Tf. 27k	
P003064	ATU 7, pl. 009, W 19408,29	
P003065	unpublished unassigned ?	
P003066	ATU 7, pl. 009, W 19408,31	
P003067	unpublished unassigned ?	
P003068	ATU 7, pl. 010, W 19408,33	
P003069	unpublished unassigned ?	Katalog zur Ausstellung Le Signe en Mésopotamie, Arles - Salles Romanes du Cloître Saint-Trophime 23.7.-23.10.1977, Nr. 1 (p) Vs.
P003070	ATU 7, pl. 010, W 19408,35	
P003071	unpublished unassigned ?	
P003072	ATU 7, pl. 010, W 19408,37	
P003073	unpublished unassigned ?	
P003074	ATU 7, pl. 010, W 19408,39	van Dijk, UVB 16, Tf. 27g
P003075	UVB 16, Tf. 27e	
P003076	ATU 7, pl. 010, W 19408,41	van Dijk, UVB 16, Tf. 27d
P003077	UVB 16, Tf. 27c	
P003078	ATU 7, pl. 010, W 19408,43	
P003079	unpublished unassigned ?	
P003080	ATU 7, pl. 011, W 19408,45	
P003081	unpublished unassigned ?	
P003082	unpublished unassigned ?	
P003083	ATU 7, pl. 011, W 19408,48	
P003084	ATU 7, pl. 011, W 19408,49	
P003085	unpublished unassigned ?	
P003086	ATU 7, pl. 011, W 19408,50b	
P003087	ATU 7, pl. 011, W 19408,51	
P003088	unpublished unassigned ?	
P003089	unpublished unassigned ?	
P003090	ATU 7, pl. 012, W 19408,54	
P003091	ATU 7, pl. 012, W 19408,55	
P003092	unpublished unassigned ?	
P003093	unpublished unassigned ?	Katalog zur Ausstellung Le Signe en Mésopotamie, Arles - Salles Romanes du Cloître Saint-Trophime 23.7.-23.10.1977, Nr. 4 (p) Vs.
P003094	ATU 7, pl. 013, W 19408,58	
P003095	ATU 7, pl. 013, W 19408,59	
P003096	unpublished unassigned ?	
P003097	ATU 7, pl. 013, W 19408,61	
P003098	unpublished unassigned ?	
P003099	ATU 7, pl. 013, W 19408,63a	
P003100	ATU 7, pl. 013, W 19408,63b	
P003101	ATU 7, pl. 013, W 19408,63c	
P003102	ATU 7, pl. 013, W 19408,63d	
P003103	unpublished unassigned ?	
P003104	ATU 7, pl. 013, W 19408,65	
P003105	ATU 7, pl. 014, W 19408,66	
P003106	unpublished unassigned ?	
P003107	unpublished unassigned ?	
P003108	ATU 7, pl. 014, W 19408,69	
P003109	ATU 7, pl. 014, W 19408,70a	
P003111	ATU 7, pl. 014, W 19408,70c	
P003112	ATU 7, pl. 014, W 19408,70d	
P003113	unpublished unassigned ?	
P003114	unpublished unassigned ?	
P003115	unpublished unassigned ?	
P003116	ATU 7, pl. 014, W 19408,74	
P003117	unpublished unassigned ?	
P003118	ATU 7, pl. 014, W 19408,76+	ATU 2, plate 59; Frühe Schrift p. 98, no. 12.3; discussed by J. Friberg, AfO 44/45 (1997/98) 10; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 210 fig. 85
P003119	ATU 7, pl. 015, W 19408,77a	
P003120	unpublished unassigned ?	
P003121	unpublished unassigned ?	
P003122	unpublished unassigned ?	
P003123	unpublished unassigned ?	
P003124	unpublished unassigned ?	
P003125	unpublished unassigned ?	
P003126	unpublished unassigned ?	
P003127	ATU 7, pl. 015, W 19408,81a	
P003128	ATU 7, pl. 015, W 19408,81b	
P003129	ATU 7, pl. 015, W 19408,82a	van Dijk, UVB 16, Tf. 33d
P003130	unpublished unassigned ?	
P003131	ATU 7, pl. 015, W 19408,83	
P003132	unpublished unassigned ?	
P003133	ATU 7, pl. 015, W 19408,85	
P003134	ATU 7, pl. 015, W 19408,86	
P003135	unpublished unassigned ?	
P003136	ATU 7, pl. 016, W 19408,88	van Dijk, UVB 16, Tf. 33c
P003137	unpublished unassigned ?	
P003138	unpublished unassigned ?	
P003139	ATU 7, pl. 016, W 19408,91	
P003140	ATU 7, pl. 016, W 19408,92	
P003141	ATU 7, pl. 016, W 19410,1	
P003142	unpublished unassigned ?	
P003143	unpublished unassigned ?	
P003144	ATU 7, pl. 016, W 19410,4	
P003145	ATU 7, pl. 016, W 19410,5	
P003146	ATU 7, pl. 017, W 19410,6	
P003147	unpublished unassigned ?	
P003148	ATU 7, pl. 017, W 19410,8a	
P003149	ATU 7, pl. 017, W 19410,8b	
P003150	unpublished unassigned ?	
P003151	ATU 7, pl. 017, W 19410,10	
P003152	ATU 7, pl. 017, W 19410,11	
P003153	unpublished unassigned ?	
P003154	unpublished unassigned ?	
P003155	unpublished unassigned ?	
P003156	UVB 16, Tf. 33,e & f	
P003157	unpublished unassigned ?	
P003158	ATU 7, pl. 018, W 19412,4	
P003159	unpublished unassigned ?	
P003160	ATU 7, pl. 018, W 19412,6	
P003161	unpublished unassigned ?	
P003162	unpublished unassigned ?	
P003163	unpublished unassigned ?	
P003164	unpublished unassigned ?	
P003165	unpublished unassigned ?	
P003166	unpublished unassigned ?	
P003167	unpublished unassigned ?	
P003168	unpublished unassigned ?	
P003169	unpublished unassigned ?	
P003170	ATU 7, pl. 018, W 19413,3	
P003171	unpublished unassigned ?	
P003172	ATU 7, pl. 018, W 19413,5	
P003173	ATU 3, pl. 082, W 19413,6	
P003174	ATU 7, pl. 018, W 19413,7	
P003175	unpublished unassigned ?	
P003176	ATU 7, pl. 018, W 19413,9	
P003177	ATU 7, pl. 018, W 19413,10	
P003178	unpublished unassigned ?	
P003179	unpublished unassigned ?	
P003180	unpublished unassigned ?	
P003181	unpublished unassigned ?	
P003182	ATU 7, pl. 018, W 19416,a	van Dijk, UVB 16, Tf. 27a
P003183	ATU 7, pl. 019, W 19416,b	van Dijk, UVB 16, Tf. 27b
P003184	ATU 7, pl. 019, W 19417,a	
P003185	ATU 7, pl. 019, W 19417,b	
P003186	unpublished unassigned ?	
P003187	ATU 7, pl. 019, W 19419	
P003188	unpublished unassigned ?	
P003189	ATU 7, pl. 019, W 19421,b	
P003190	ATU 7, pl. 019, W 19422,a	
P003191	unpublished unassigned ?	
P003192	unpublished unassigned ?	
P003194	ATU 7, pl. 019, W 19437	
P003195	unpublished unassigned ?	
P003196	ATU 7, pl. 019, W 19466,a	
P003197	ATU 7, pl. 019, W 19466,b	
P003198	ATU 7, pl. 019, W 19466,c	
P003199	unpublished unassigned ?	
P003200	unpublished unassigned ?	
P003201	unpublished unassigned ?	
P003202	unpublished unassigned ?	
P003203	unpublished unassigned ?	
P003204	unpublished unassigned ?	
P003205	unpublished unassigned ?	
P003206	unpublished unassigned ?	
P003207	unpublished unassigned ?	
P003208	unpublished unassigned ?	
P003209	unpublished unassigned ?	
P003210	unpublished unassigned ?	
P003211	unpublished unassigned ?	
P003212	unpublished unassigned ?	
P003213	unpublished unassigned ?	
P003214	unpublished unassigned ?	
P003215	unpublished unassigned ?	
P003216	unpublished unassigned ?	
P003217	ATU 7, pl. 020, W 19568,b	
P003218	ATU 7, pl. 020, W 19568,c	
P003219	ATU 7, pl. 020, W 19568,d	
P003220	unpublished unassigned ?	
P003221	unpublished unassigned ?	
P003222	unpublished unassigned ?	
P003223	ATU 7, pl. 020, W 19568,h	
P003224	ATU 7, pl. 020, W 19568,i	
P003225	ATU 7, pl. 020, W 19568,j	
P003226	ATU 7, pl. 021, W 19568,k	
P003227	ATU 7, pl. 021, W 19568,l	
P003228	unpublished unassigned ?	
P003229	ATU 7, pl. 021, W 19568,n	
P003230	unpublished unassigned ?	
P003231	unpublished unassigned ?	
P003232	ATU 7, pl. 021, W 19577,c+	
P003233	ATU 7, pl. 021, W 19577,d	
P003234	unpublished unassigned ?	ATU 2, plate 54
P003235	ATU 7, pl. 021, W 19577,f	
P003236	ATU 7, pl. 022, W 19577,g	
P003237	unpublished unassigned ?	
P003239	unpublished unassigned ?	
P003244	unpublished unassigned ?	
P003246	unpublished unassigned ?	
P003247	unpublished unassigned ?	
P003248	unpublished unassigned ?	
P003249	unpublished unassigned ?	Nissen, Grundzüge, 96f, ohne Identifizierung Nissen, World Archaeology 17, 1986, 325f Vs. ohne Identifizierung; Katalog 1978, (p) Berlin
P003250	unpublished unassigned ?	Ausstellungskatalog Der Garten in Eden, p. 60
P003251	unpublished unassigned ?	
P003252	unpublished unassigned ?	
P003253	unpublished unassigned ?	
P003255	ATU 7, pl. 022, W 19584,g	
P003256	ATU 7, pl. 022, W 19584,h	
P003257	ATU 7, pl. 022, W 19584,i	
P003258	unpublished unassigned ?	
P003259	unpublished unassigned ?	
P003260	unpublished unassigned ?	
P003261	unpublished unassigned ?	
P003262	ATU 3, pl. 083, W 19591,b	
P003263	unpublished unassigned ?	
P003264	unpublished unassigned ?	
P003265	ATU 7, pl. 022, W 19592,c	
P003266	unpublished unassigned ?	
P003267	unpublished unassigned ?	Green, Margaret W., VL 15 (1981) 350
P003268	unpublished unassigned ?	
P003269	unpublished unassigned ?	
P003270	unpublished unassigned ?	
P003271	unpublished unassigned ?	
P003272	unpublished unassigned ?	
P003273	unpublished unassigned ?	
P003274	ATU 7, pl. 022, W 19592,l	
P003275	ATU 7, pl. 022, W 19592,m	
P003276	ATU 7, pl. 022, W 19592,n	Frühe Schrift, p. 77, no. 10.1; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 62 fig. 19
P003277	ATU 7, pl. 023, W 19592,o	
P003278	ATU 7, pl. 023, W 19592,p	
P003279	ATU 7, pl. 023, W 19592,q	
P003280	ATU 7, pl. 023, W 19592,r	
P003281	ATU 7, pl. 023, W 19592,s	
P003282	unpublished unassigned ?	
P003283	unpublished unassigned ?	
P003284	unpublished unassigned ?	
P003285	ATU 7, pl. 023, W 19621	
P003286	ATU 7, pl. 023, W 19635,a	
P003287	ATU 7, pl. 023, W 19635,b	
P003288	unpublished unassigned ?	
